,hotel_name,id,hotel_price,hotel_nreview,hotel_one_review,hotel_rating,great_for_walker_rating,restaurants_nearby,nearby_attractions,ranking,description,location_rating,cleanliness_rating,service_rating,value_rating,QA_number,room_tips_number
427,Best Western Merrimack Valley,property_77569,105,543,"Business-friendly hotel featuring free wifi, free breakfast and a pool.",3.5,0.0,0.0,0.0,#2 of 2 hotels in Haverhill,"Welcome to the Best Western Merrimack Valley, located off Interstate 495 in Haverhill, Massachusetts. This Merrimack Valley area hotel is conveniently close to Canobie Lake Park, the Salisbury State Reservation, Hampton Beach and the Salem Witch Museums. The Best Western Merrimack Valley offers spaciously appointed guest rooms, each featuring a microwave, refrigerator, cable satellite television and free high-speed Internet access. This New England hotel serves a complimentary breakfast each morning. Additional amenities include a fitness center, an indoor heated swimming pool, hot tub, guest laundry and full business services. Pets are welcome. This Haverhill hotel is close to many area attractions including the Budweiser(R) Brewery, New Hampshire and Northern Massachusetts ski areas, the Strawbery Banke Museum in Portsmouth, and the USS Constitution in Charlestown. Guests will also be close to attractions such as Merrimack College, the University of Massachusetts Lowell Campus, the Freedom Trail and the Boston Science Museum. Corporate travelers will appreciate convenient access to the Ward Hill Business Park, Osgood Landing, Raytheon and Cisco Systems.",4.0,3.5,4.0,3.5,3.0,68.0
428,Ramada by Wyndham Seekonk Providence Area,property_4605233,101,579,"Quiet mid-range hotel with a fitness center, a breakfast buffet and free internet.",3.5,41.0,14.0,4.0,#4 of 8 hotels in Seekonk,"Be close to downtown Providence for an affordable price! Our Ramada Seekonk Providence Area hotel offers the convenience of a Providence, Rhode Island hotel, with the added perks of free Wi-Fi Internet access, free full breakfast buffet, free parking, Free morning paper, In-room coffeemaker, On-property laundry facility, fitness center open 24 hours a day along with our business center.",3.5,4.0,4.0,3.5,3.0,79.0
429,Howard Johnson by Wyndham Lenox,property_94154,54,456,"Colonial style value hotel with free breakfast, free wifi and an outdoor pool.",3.5,48.0,17.0,3.0,#12 of 17 hotels in Lenox,"Howard Johnson Lenox features Suite Rooms, Jacuzzi Suites, 2 Queen Bed Room, 1 King Bed Wheelchair accessible room, 1 Queen Bed Room, Two Double Bed room, 1 King Bed Room, Non Smoking and Smoking Rooms. Hotel Amenities are Outdoor Pool, Free Breakfast, Free High Speed wireless internet, Free Parking, Truck/Bus Parking, Cable with HBO. Every room has air condition, High Speed wireless Internet, Microwave, Fridge, Coffee Maker, Hairdryer, Iron and Ironing Board. Extra amenities includes ice machines, Extra bed ($10.00), Crib ( $ 10.00), safe deposit box ($ 1.50), local phone, AM/FM radios/ Alarm Clocks. Hotel is minutes away from Mass Pike (Exit-2) and conveniently located on Routes 20 &amp; 7 in Lenox, Massachusetts. Visit nearby museums, theaters, ski areas (Jiminy Peak &amp; Brodie Mountain), cross-country skiing, shopping stores, scenic bike routes, mountain biking trails and hiking trails (including Appalachian Trail &amp; Taconic ) while staying at Howard Johnson Express Inn Hotels in Lenox MA. Tanglewood is only 5.6 miles from this Howard Johnson.",4.0,3.5,3.5,3.5,6.0,37.0
430,Heritage House Hotel,property_273608,110,55,"Tranquil mid-priced hotel with free wifi, a heated pool and a restaurant.",3.5,91.0,32.0,9.0,#16 of 22 hotels in Hyannis,"The Heritage House Hotel is Cape Cod's first Solar Powered Hotel, we are making a constant effort toward greener business practices. We are conveniently located one block from Hyannis Harbor, which is the departure point for the Martha's Vineyard, Nantucket, and Whale Watch Ferries. While at the property explore Main Street Waterfront District, offering antique shops, galleries, kayak and bike rentals, dancing, dinning, and live entertainment. We are located directly across from the Regional Transportation Center and Train- Home of Boston's Cape Cod Flyer.",4.5,3.0,3.5,4.5,15.0,6.0
431,Hilton Boston/Dedham,property_89671,178,1286,"Quiet business-friendly hotel featuring contemporary rooms, a breakfast buffet and a heated pool.",3.5,57.0,25.0,3.0,#1 of 4 hotels in Dedham,"A Cleaner Stay from Check-in to Check-Out
Hilton has partnered with RB, makers of Lysol® &amp; Dettol®*, to help deliver an even cleaner stay for our guests with the Hilton CleanStay program. Building on our already rigorous cleaning standards, the program includes:

-Hilton CleanStay Room Seal&nbsp;to indicate that&nbsp;guest rooms haven’t been accessed&nbsp;since they were cleaned
-Extra disinfection of top 10&nbsp;high&nbsp;touch&nbsp;areas in&nbsp;guest&nbsp;rooms&nbsp;including light switches and door handles
-Increased&nbsp;cleaning&nbsp;frequency of&nbsp;public&nbsp;areas&nbsp;and fitness&nbsp;centers
-Guest-accessible disinfecting wipes&nbsp;at entrances and high traffic areas
-Enhanced cleaning &amp; other changes to&nbsp;buffets, in-room dining and meeting spaces
-Industry-leading&nbsp;contactless check-in and check-out with Digital Key&nbsp;at more than 4,700 properties globally

Our promise is to deliver the same level of reliable and friendly service you’d expect from Hilton, but with the added confidence of industry-leading hygiene practices created to keep you safe.",4.0,4.0,4.0,4.0,10.0,100.0
432,Courtyard by Marriott Boston Danvers,property_94200,197,253,"Colonial style mid-priced hotel offering contemporary rooms with free internet, an outdoor pool and a restaurant.",3.5,59.0,44.0,6.0,#5 of 9 hotels in Danvers,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""bFVNX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fbzhI"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.0,4.0,3.5,3.0,35.0
433,Quality Inn,property_89779,93,305,"Budget hotel featuring an outdoor pool, free breakfast and free internet.",3.5,0.0,0.0,0.0,#3 of 4 hotels in Middleboro,"Choice Hotels takes pride in its hotels’ long-standing dedication to cleanliness, including our 150+ point cleanliness checklist already on every housekeeping cart as part of the Room Condition &amp; Cleanliness program.  

As part of the Commitment to Clean initiative, Choice Hotels has provided our franchisees additional educational resources - enhanced best practices and extensive cleaning, disinfecting, hygiene, and social distancing best practices and protocols - leveraging partnerships with industry leaders and providing hotels with the latest resources and training. 

In addition, every Choice-branded hotel will designate a “Commitment to Clean Captain,” who will complete best-in-class cleanliness training and will be responsible for incorporating the new protocols into their hotel’s operations. 

Choice is a signatory to the U.S. Travel Association’s Industry Guidelines to Ensure the Health and Safety of Travelers.",4.0,3.5,3.5,3.5,2.0,25.0
434,Admiralty Inn and Suites,property_115012,101,347,"Tranquil mid-priced hotel featuring free breakfast, a hot tub and a golf course.",3.0,53.0,35.0,5.0,#18 of 20 hotels in Falmouth,"The Admiralty Inn and Suites in Falmouth, MA is a great Cape Cod hotel destination conveniently located only minutes from Falmouth's busy downtown and beautiful beaches. Located in a perfect area for your Cape Cod getaway, we welcome all types of Tour Groups, Reunions, Weddings and more. Close to the fastest ferry services to Martha's Vineyard, The Admiralty Hotel in Falmouth, MA is also just minutes from the town's unique shops, art galleries, and restaurants as well as the Falmouth Shining Sea Bike Path. Our hotel is a great choice as a home base while exploring all that Cape Cod has to offer. This property features an outdoor and indoor pool. Guests will also be able to enjoy a deluxe complimentary breakfast. In addition, to first-rate amenities, guest will also have easy access to many local dining options, shopping, entertainment, and beaches. The Admiralty Inn offers a wide range of amenities along with ideal location designed to meet business and leisure travelers alike. The Otis Air National Guard Base is located 8.7 miles away.",4.0,3.0,3.5,3.0,4.0,52.0
435,Quality Inn Seekonk-Providence,property_547230,152,179,"Colonial style value hotel offering a restaurant, a pool and horseback riding.",3.5,50.0,36.0,3.0,#5 of 8 hotels in Seekonk,"Choice Hotels takes pride in its hotels’ long-standing dedication to cleanliness, including our 150+ point cleanliness checklist already on every housekeeping cart as part of the Room Condition &amp; Cleanliness program.  

As part of the Commitment to Clean initiative, Choice Hotels has provided our franchisees additional educational resources - enhanced best practices and extensive cleaning, disinfecting, hygiene, and social distancing best practices and protocols - leveraging partnerships with industry leaders and providing hotels with the latest resources and training. 

In addition, every Choice-branded hotel will designate a “Commitment to Clean Captain,” who will complete best-in-class cleanliness training and will be responsible for incorporating the new protocols into their hotel’s operations. 

Choice is a signatory to the U.S. Travel Association’s Industry Guidelines to Ensure the Health and Safety of Travelers.",4.0,3.5,4.0,3.5,2.0,42.0
436,Knights Inn Seekonk MA,property_574192,85,142,"Colonial style family-friendly hotel featuring an outdoor pool, a tennis court and shops.",3.0,52.0,33.0,4.0,#6 of 8 hotels in Seekonk,"<div><p>See why so many travelers make Knights Inn Seekonk MA their hotel of choice when visiting Seekonk. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travelers like you.</p><p>Free wifi is offered to guests, and rooms at Knights Inn Seekonk offer a kitchenette and air conditioning.</p><p>During your stay, take advantage of some of the amenities offered, including room service and shops. Guests of Knights Inn Seekonk MA are also welcome to enjoy a pool, located on site. For travelers arriving by car, free parking is available.</p><p>For those interested in checking out popular landmarks while visiting Seekonk, Knights Inn Seekonk is located a short distance from Seekonk Speedway (1.4 mi) and Historic Jacob Hill Farm (3.0 mi).</p><p>If you like pubs, Seekonk Knights Inn is conveniently located near Dublin Rose Sports Pub and Applebee's.</p><p>We’re sure you’ll enjoy your stay at Knights Inn Seekonk MA as you experience all of the things Seekonk has to offer.</p><p></p></div>",3.5,3.5,3.5,3.5,3.0,24.0
437,Fairfield Inn & Suites Raynham Middleborough/Plymouth,property_126075,144,184,"Business-friendly hotel featuring contemporary rooms with a breakfast buffet, a convenience store and a fitness center.",3.5,0.0,0.0,0.0,#1 of 4 hotels in Middleboro,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""NVJiX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fMWRu"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.0,4.5,4.5,4.0,5.0,30.0
